terreno,construccion,recamaras,banos,estacionamientos,ubicacion,precio,anio_construct,tipo
59.8,59.8,2,1,0,"San Andrés, Azcapotzalco, Ciudad De México 02240, México.","$1,875,000 MXN",2000,Loseta
47.0,47.0,2,1,1,"Ejercito De Agua Prieta, Iztapalapa, Ciudad De México 09578, México.","$697,000 MXN",22,Cemento
220.0,150.0,3,2,3,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.","$3,500,000 MXN",2003,casa
220.0,220.0,3,3,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$9,500,000 MXN",2016,regular
920.0,320.0,5,3,5,"San Juan Tepepan, Xochimilco, Ciudad De México 16020, México.","$9,000,000 MXN",1958,Azulejo
54.0,54.0,2,1,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$1,945,000 MXN",2024,regular
151.0,151.0,3,3,1,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$6,490,000 MXN",1986,departamento
654.0,750.0,3,5,6,"Bosques De Las Lomas, Miguel Hidalgo, Ciudad De México 11700, México.","$29,000,000 MXN",2000,casa
"1,149.5",918.0,3,5,6,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$27,500,000 MXN",43,regular
85.9,85.9,2,2,2,"Torres De Potrero, Alvaro Obregón, Ciudad De México 01840, México.","$3,500,000 MXN",2012,departamento
79.0,79.0,3,1,2,"Valle Escondido, Tlalpan, Ciudad De México 14600, México.","$2,500,000 MXN",1984,departamento
243.0,243.0,3,3,2,"Bosques De Las Lomas, Cuajimalpa De Morelos, Ciudad De México 05120, México.","$10,500,000 MXN",2003,departamento
137.1,69.9,2,1,1,"Portales, Benito Juárez, Ciudad De México 03300, México.","$3,545,500 MXN",2023,regular
163.0,152.0,3,3,2,"Polanco V Sección, Miguel Hidalgo, Ciudad De México 11560, México.","$12,776,000 MXN",2023,regular
144.6,144.6,3,2,1,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$6,600,000 MXN",1978,departamento
117.8,61.8,2,2,1,"San Rafael, Cuauhtémoc, Ciudad De México 06470, México.","$3,635,700 MXN",2024,regular
118.0,118.0,3,3,2,"Viejo Ejido De Santa Ursula Coapa, Coyoacán, Ciudad De México 04980, México.","$6,000,000 MXN",2016,departamento
618.0,353.0,10,5,8,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$6,600,000 MXN",54,Ceramica
480.0,594.0,4,6,6,"Del Carmen, Coyoacán, Ciudad De México 04100, México.","$28,000,000 MXN",2012,casa
90.0,90.0,3,2,2,"Miguel Hidalgo 4a Secc. Amp, Tlalpan, Ciudad De México 14250, México.","$3,150,000 MXN",2007,departamento
69.2,64.0,2,2,1,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$3,646,500 MXN",2023,regular
90.0,255.0,4,3,3,"San Miguel Chapultepec, Miguel Hidalgo, Ciudad De México 11850, México.","$12,500,000 MXN",2008,Pisos Cerámicos
54.5,54.5,2,1,1,"Daniel Garza, Miguel Hidalgo, Ciudad De México 11830, México.","$1,599,000 MXN",2004,departamento
279.9,300.2,3,3,2,"Lomas Del Pedregal Framboyanes, Tlalpan, Ciudad De México 14150, México.","$19,666,000 MXN",2023,regular
56.0,56.0,2,1,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$1,960,000 MXN",2024,regular
58.0,58.0,2,2,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,155,000 MXN",2024,regular
60.0,60.0,2,2,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,230,000 MXN",2024,departamento
62.0,62.0,2,2,2,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,330,000 MXN",2024,regular
64.0,64.0,2,2,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,400,000 MXN",2024,departamento
68.0,63.0,2,2,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,510,000 MXN",2024,regular
73.0,68.0,2,2,1,"San Miguel Amantla, Azcapotzalco, Ciudad De México 02700, México.","$2,650,000 MXN",2024,regular
85.0,85.0,2,2,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$5,383,522 MXN",2023,regular
91.0,82.0,2,2,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$5,508,000 MXN",2023,regular
80.0,80.0,2,2,2,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$5,994,496 MXN",2023,regular
70.2,64.9,2,2,1,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$4,440,000 MXN",2023,regular
60.0,60.0,3,2,0,"DM Nacional, Gustavo A. Madero, Ciudad De México 07450, México.","$2,020,000 MXN",16,Porcelanato
73.0,73.0,3,2,2,"Constitución De La República, Gustavo A. Madero, Ciudad De México 07469, México.","$2,750,000 MXN",2015,departamento
96.2,96.2,3,2,2,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$8,014,200 MXN",2022,regular
48.7,48.7,1,1,1,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$3,649,000 MXN",2022,regular
72.2,72.2,2,2,2,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$5,853,000 MXN",2022,regular
300.0,335.0,3,2,2,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$16,980,000 MXN",1970,regular
138.0,138.0,3,2,0,"Narvarte Oriente, Benito Juárez, Ciudad De México 03023, México.","$4,500,000 MXN",1970,departamento
94.5,94.5,3,2,1,"Francisco Villa, Azcapotzalco, Ciudad De México 02420, México.","$3,290,000 MXN",2012,regular
499.0,333.0,4,4,7,"Jardines Del Ajusco, Tlalpan, Ciudad De México 14200, México.","$11,680,000 MXN",2021,casa
53.0,53.0,2,1,1,"Guerrero, Cuauhtémoc, Ciudad De México 06300, México.","$1,850,000 MXN",2009,departamento
141.0,236.0,4,2,3,"Cantil Del Pedregal, Coyoacán, Ciudad De México 04730, México.","$5,980,000 MXN",1987,regular
80.0,80.0,2,1,1,"Niños Héroes De Chapultepec, Benito Juárez, Ciudad De México 03440, México.","$4,850,000 MXN",2014,departamento
306.0,363.0,6,5,2,"Lindavista, Gustavo A. Madero, Ciudad De México 07300, México.","$13,400,000 MXN",1991,lozeta
160.0,265.0,4,3,0,"Santa Maria Nonoalco, Benito Juárez, Ciudad De México 03901, México.","$20,000,000 MXN",1984,casa
97.0,97.0,2,1,1,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.","$4,245,000 MXN",2024,regular
151.9,270.4,3,2,2,"San Angel Inn, Alvaro Obregón, Ciudad De México 01060, México.","$17,990,000 MXN",14,casa
"1,906.0","1,430.0",15,17,15,"San Lorenzo Huipulco, Tlalpan, Ciudad De México 14370, México.","$49,500,000 MXN",1995,regular
113.0,119.0,2,2,2,"Lomas De los Angeles De Tetelpan, Alvaro Obregón, Ciudad De México 01790, México.","$5,489,500 MXN",2024,regular
515.0,515.0,5,5,3,"Polanco I Sección, Miguel Hidalgo, Ciudad De México 11591, México.","$22,990,000 MXN",34,Mármol y Madera
388.0,369.0,8,5,0,"Cuevitas De Curamaguey, Tlalpan, Ciudad De México 14267, México.","$8,667,900 MXN",1988,regular
221.0,177.0,2,2,0,"Toriello Guerra, Tlalpan, Ciudad De México 14050, México.","$7,000,000 MXN",1893,casa
62.2,62.2,2,2,1,"Del Gas, Azcapotzalco, Ciudad De México 02950, México.","$2,590,000 MXN",2017,departamento
96.2,96.2,3,2,2,"Miguel Hidalgo, Tlalpan, Ciudad De México 14250, México.","$3,700,000 MXN",10,Loseta
214.0,214.0,4,4,2,"Juárez, Cuauhtémoc, Ciudad De México 06600, México.","$10,152,000 MXN",2022,regular
180.0,180.0,3,2,2,"Pedregal De Carrasco, Coyoacán, Ciudad De México 04700, México.","$5,500,000 MXN",2021,departamento
190.9,190.9,,,0,"Desarrollo Santa Fe, Alvaro Obregón, Ciudad De México 01376, México.","$9,200,000 MXN",2007,departamento
242.0,242.0,3,2,2,"Verónica Anzures, Miguel Hidalgo, Ciudad De México 11300, México.","$10,115,000 MXN",2022,regular
202.0,100.0,2,1,4,"San Miguel Topilejo, Tlalpan, Ciudad De México 14500, México.","$1,450,000 MXN",10,regular
120.0,120.0,3,2,2,"Ciudad De Los Deportes, Benito Juárez, Ciudad De México 03710, México.","$4,500,000 MXN",19,Madera
120.0,120.0,3,3,3,"Acueducto De Guadalupe, Gustavo A. Madero, Ciudad De México 07270, México.","$4,600,000 MXN",1984,lozeta
182.9,274.8,3,4,3,"Campestre Churubusco, Coyoacán, Ciudad De México 04200, México.","$9,850,000 MXN",2007,casa
307.0,272.0,3,1,3,"La Magdalena Petlacalco, Tlalpan, Ciudad De México 14480, México.","$4,440,000 MXN",2005,regular
190.0,305.0,3,4,1,"Justo Sierra, Iztapalapa, Ciudad De México 09081, México.","$7,900,000 MXN",1986,casa
130.0,130.0,3,2,2,"Cuauhtémoc, Cuauhtémoc, Ciudad De México 06500, México.","$6,800,000 MXN",2006,Laminado
130.0,130.0,3,2,2,"Cuauhtémoc, Cuauhtémoc, Ciudad De México 06500, México.","$6,800,000 MXN",2006,Laminado
53.0,51.0,2,1,1,"Bondojito, Gustavo A. Madero, Ciudad De México 07850, México.","$2,400,000 MXN",10,departamento
300.5,500.0,6,1,1,"Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$23,000,000 MXN",1974,irregular
301.0,301.0,3,3,4,"Lomas De Bezares, Miguel Hidalgo, Ciudad De México 11910, México.","$10,990,000 MXN",2003,departamento
53.0,53.0,2,1,1,"Santiago Atzacoalco, Gustavo A. Madero, Ciudad De México 07040, México.","$2,250,000 MXN",5,regular
52.0,52.0,2,1,0,"Santa María La Ribera, Cuauhtémoc, Ciudad De México 06400, México.","$1,680,000 MXN",22,Loseta
106.0,106.0,2,2,2,"Santa Fe, Alvaro Obregón, Ciudad De México 01210, México.","$5,150,000 MXN",2004,departamento
79.0,79.0,2,2,2,"San Andrés Tetepilco, Iztapalapa, Ciudad De México 09440, México.","$2,870,000 MXN",26,Cerámica
161.0,161.0,3,3,2,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$9,350,000 MXN",9,regular
85.0,85.0,3,2,2,"Carola, Alvaro Obregón, Ciudad De México 01180, México.","$3,995,000 MXN",5,departamento
192.0,81.0,3,2,2,"Paulino Navarro, Cuauhtémoc, Ciudad De México 06870, México.","$4,600,000 MXN",4,regular
123.0,123.0,3,2,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$3,500,000 MXN",1965,departamento
96.0,96.0,2,1,1,"Doctores, Cuauhtémoc, Ciudad De México 06720, México.","$3,200,000 MXN",1984,regular
155.0,220.0,4,4,3,"Ejidos De San Pedro Mártir, Tlalpan, Ciudad De México 14640, México.","$4,700,000 MXN",10,casa
97.3,97.3,2,1,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$3,600,000 MXN",1973,Colado Granito
148.0,148.0,3,2,2,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$6,520,000 MXN",23,departamento
77.0,77.0,2,2,1,"Obrera, Cuauhtémoc, Ciudad De México 06800, México.","$3,990,000 MXN",2023,departamento
72.7,49.0,2,1,1,"Tres Estrellas, Gustavo A. Madero, Ciudad De México 07820, México.","$2,625,000 MXN",2024,regular
72.7,49.0,2,1,1,"Tres Estrellas, Gustavo A. Madero, Ciudad De México 07820, México.","$2,625,000 MXN",2024,regular
71.8,71.8,2,2,1,"Obrera, Cuauhtémoc, Ciudad De México 06800, México.","$2,900,000 MXN",2024,departamento
71.7,71.7,2,2,1,"Obrera, Cuauhtémoc, Ciudad De México 06800, México.","$2,990,000 MXN",2023,departamento
104.0,52.0,2,1,1,"Agrícola Pantitlan, Iztacalco, Ciudad De México 08100, México.","$1,850,000 MXN",10,regular
59.0,59.0,,2,0,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$4,650,000 MXN",2023,departamento
513.0,53.0,,1,0,"San Clemente Sur, Alvaro Obregón, Ciudad De México 01740, México.","$1,800,000 MXN",2010,departamento
182.0,241.0,3,3,4,"Los Sauces, Coyoacán, Ciudad De México 04940, México.","$7,900,000 MXN",1988,"Porcelanato, Madera Natural y Laminado"
95.4,95.4,3,2,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$7,550,000 MXN",2024,Porcelanato y Spc
49.0,49.0,1,1,1,"Anáhuac I Secc., Miguel Hidalgo, Ciudad De México 11320, México.","$2,220,000 MXN",2010,departamento
81.2,81.2,2,2,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$6,180,000 MXN",2024,Porcelanato
204.0,184.0,3,2,3,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$7,300,000 MXN",1974,irregular
91.0,201.0,3,3,2,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$5,848,500 MXN",1987,casa-en-condominio
79.0,79.0,2,1,1,"Nápoles, Benito Juárez, Ciudad De México 03810, México.","$4,500,000 MXN",2005,departamento
211.5,211.5,3,3,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$11,600,000 MXN",2020,regular
61.0,61.0,2,2,1,"Nativitas, Benito Juárez, Ciudad De México 03500, México.","$2,695,000 MXN",4,"Mármol, laminado y loseta"
90.0,200.0,3,3,2,"Olivar De Los Padres, Alvaro Obregón, Ciudad De México 01780, México.","$5,850,000 MXN",1987,casa
59.0,59.0,1,1,0,"Romulo Sánchez Míreles, Tlalpan, Ciudad De México 14070, México.","$1,850,000 MXN",40,departamento
254.0,292.0,4,3,2,"Granjas San Antonio, Iztapalapa, Ciudad De México 09070, México.","$6,400,000 MXN",1972,regular
119.6,119.6,2,2,2,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$6,350,000 MXN",11,regular
198.0,198.0,3,3,2,"Pedregal De Carrasco, Coyoacán, Ciudad De México 04700, México.","$6,800,000 MXN",1988,Porcelanato
37.5,37.5,2,1,1,"Vallejo Poniente, Gustavo A. Madero, Ciudad De México 07790, México.","$1,600,000 MXN",25,regular
65.0,65.0,2,1,1,"Reforma Social, Miguel Hidalgo, Ciudad De México 11650, México.","$3,690,000 MXN",20,Cerámica
80.5,80.5,2,2,1,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$2,090,000 MXN",2023,Loseta Ceramica
84.9,84.9,2,2,1,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$1,980,000 MXN",2023,Cerámica
80.5,80.5,2,2,1,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$1,935,000 MXN",2023,Loseta Ceramica.
84.9,84.9,2,2,1,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$2,042,000 MXN",2023,Loseta Cerámica
80.5,80.5,2,2,1,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$1,935,000 MXN",2023,Loseta Cerámica
84.9,84.9,2,2,1,"Santa Martha Acatitla Norte, Iztapalapa, Ciudad De México 09140, México.","$2,042,000 MXN",2023,Loseta Ceramica.
343.0,476.0,6,8,3,"Lomas Estrella, Iztapalapa, Ciudad De México 09890, México.","$14,000,000 MXN",2005,Loseta cerámica
462.0,450.0,6,5,6,"Residencial Acoxpa, Tlalpan, Ciudad De México 14300, México.","$14,925,000 MXN",1991,regular
199.0,199.0,2,1,0,"Narvarte Poniente, Benito Juárez, Ciudad De México 03020, México.","$11,000,000 MXN",2023,penthouse
147.0,147.0,3,3,1,"Anzures, Miguel Hidalgo, Ciudad De México 11590, México.","$5,890,000 MXN",1984,departamento
76.7,65.2,1,1,0,"Viaducto Piedad, Iztacalco, Ciudad De México 08200, México.","$2,250,000 MXN",2021,regular
96.0,86.0,2,2,0,"Santa Teresa, La Magdalena Contreras, Ciudad De México 10710, México.","$3,490,000 MXN",1988,penthouse
41.0,41.0,2,1,0,"Guerrero, Cuauhtémoc, Ciudad De México 06300, México.","$1,490,000 MXN",1983,LOSETA CERÁMICA
115.1,228.6,3,2,2,"Campestre, Alvaro Obregón, Ciudad De México 01040, México.","$10,900,000 MXN",1984,"laminado, madera"
69.0,69.0,1,2,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$4,890,000 MXN",2024,Porcelanato
73.8,185.5,3,2,2,"Del Recreo, Azcapotzalco, Ciudad De México 02011, México.","$6,000,000 MXN",2024,casa-en-condominio
87.1,190.0,6,3,1,"San Miguel, Iztacalco, Ciudad De México 08650, México.","$3,200,000 MXN",30,casa
149.0,149.0,3,3,2,"Paseos De Taxqueña, Coyoacán, Ciudad De México 04250, México.","$6,000,000 MXN",1980,Ceramica
149.0,149.0,3,3,2,"Paseos De Taxqueña, Coyoacán, Ciudad De México 04250, México.","$6,000,000 MXN",1980,Ceramica
148.0,128.0,2,2,4,"Lomas De San Bernabé, La Magdalena Contreras, Ciudad De México 10350, México.","$2,600,000 MXN",1984,irregular
161.0,161.0,3,2,1,"Del Valle Centro, Benito Juárez, Ciudad De México 03001, México.","$5,500,000 MXN",48,departamento
125.0,125.0,3,2,0,"Condesa, Cuauhtémoc, Ciudad De México 06140, México.","$6,395,000 MXN",1962,departamento
127.0,127.0,3,2,3,"Acacias, Benito Juárez, Ciudad De México 03240, México.","$6,700,000 MXN",2005,regular
403.0,395.0,4,3,8,"San Sebastián, Tláhuac, Ciudad De México 13093, México.","$4,500,000 MXN",40,regular
87.0,87.0,2,1,2,"Del Valle Sur, Benito Juárez, Ciudad De México 03001, México.","$3,800,000 MXN",1973,Loseta
140.0,140.0,3,2,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$5,800,000 MXN",35,departamento
140.0,140.0,3,2,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$5,800,000 MXN",35,departamento
110.0,213.0,3,3,4,"Tetelpan, Alvaro Obregón, Ciudad De México 01700, México.","$7,990,000 MXN",1978,regular
200.0,386.8,7,3,2,"Jacarandas, Iztapalapa, Ciudad De México 09280, México.","$4,100,000 MXN",30,regular
679.0,608.0,3,4,4,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$27,000,000 MXN",20,casa
192.0,400.0,5,4,0,"Obrera, Cuauhtémoc, Ciudad De México 06800, México.","$5,450,000 MXN",1964,casa
"1,482.0",662.0,5,7,9,"Lomas Virreyes, Miguel Hidalgo, Ciudad De México 11000, México.","$76,000,000 MXN",1974,casa
38.0,132.0,2,1,1,"Del Valle Norte, Benito Juárez, Ciudad De México 03103, México.","$4,500,000 MXN",1983,departamento
707.0,932.0,4,4,6,"Villa Verdún, Alvaro Obregón, Ciudad De México 01810, México.","$30,800,000 MXN",1990,regular
160.0,410.0,4,5,2,"Cafetales, Coyoacán, Ciudad De México 04918, México.","$8,900,000 MXN",1992,Mármol y Duela
44.7,44.7,2,1,0,"Chinampac De Juárez, Iztapalapa, Ciudad De México 09208, México.","$900,000 MXN",25,regular
195.0,350.0,6,5,2,"Apatlaco, Iztapalapa, Ciudad De México 09430, México.","$4,650,000 MXN",1974,regular
152.0,227.0,3,1,1,"Valle De San Lorenzo, Iztapalapa, Ciudad De México 09970, México.","$3,480,000 MXN",36,"CEMENTO, MARMOL, CERAMICO"
69.0,69.0,1,1,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$4,400,000 MXN",2,Mosaico
49.0,49.0,2,1,0,"Lomas De Tarango, Alvaro Obregón, Ciudad De México 01620, México.","$1,548,500 MXN",1994,departamento
98.0,98.0,2,1,0,"Roma Sur, Cuauhtémoc, Ciudad De México 06760, México.","$3,350,000 MXN",1966,LOSETA CERÁMICA
202.0,409.0,5,3,2,"Ixtlahuacan, Iztapalapa, Ciudad De México 09690, México.","$5,000,000 MXN",32,regular
45.8,45.8,2,1,0,"Independencia, Benito Juárez, Ciudad De México 03630, México.","$1,650,000 MXN",2002,regular
280.0,130.0,,2,0,"Miguel Hidalgo, Tláhuac, Ciudad De México 13200, México.","$3,300,000 MXN",1999,casa
109.0,109.0,2,2,0,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$3,850,000 MXN",60,departamento
273.0,326.0,,,0,"Santa Catarina, Coyoacán, Ciudad De México 04010, México.","$19,200,000 MXN",1998,casa
130.0,110.0,2,2,2,"Hipódromo De La Condesa, Cuauhtémoc, Ciudad De México 06170, México.","$8,600,000 MXN",2014,departamento
122.0,122.0,2,2,1,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$4,700,000 MXN",14,departamento
126.0,323.0,5,3,3,"Consejo Agrarista Mexicano, Iztapalapa, Ciudad De México 09760, México.","$3,250,000 MXN",27,regular
53.0,64.0,2,1,0,"Lindavista Vallejo, Gustavo A. Madero, Ciudad De México 07720, México.","$1,450,000 MXN",1974,Loseta de cerámica
258.0,377.0,4,6,3,"Romero De Terreros, Coyoacán, Ciudad De México 04310, México.","$14,500,000 MXN",1999,casa
163.0,270.0,4,3,3,"San Miguel Xicalco, Tlalpan, Ciudad De México 14490, México.","$4,100,000 MXN",2014,casa
57.0,57.0,2,1,1,"Ampliación Del Gas, Azcapotzalco, Ciudad De México 02601, México.","$2,550,000 MXN",2013,departamento
286.0,286.0,3,3,3,"Santa Fe La Loma, Alvaro Obregón, Ciudad De México 01376, México.","$14,444,444 MXN",2011,departamento
850.0,735.0,4,4,10,"Jardines Del Pedregal, Alvaro Obregón, Ciudad De México 01900, México.","$29,000,000 MXN",2000,regular
144.0,245.0,4,3,3,"Residencial Cafetales, Coyoacán, Ciudad De México 04930, México.","$6,200,000 MXN",1998,regular
"1,269.0",477.0,3,2,12,"Las Aguilas, Alvaro Obregón, Ciudad De México 01710, México.","$32,000,000 MXN",1960,regular
"1,620.0",953.0,3,4,6,"Bosques de Santa Fe, Cuajimalpa De Morelos, Ciudad De México 05600, México.","$120,000,000 MXN",2009,Madera
74.0,131.9,3,3,2,"San Bartolo Ameyalco, Alvaro Obregón, Ciudad De México 01800, México.","$4,200,000 MXN",2020,casa-en-condominio
289.0,172.0,3,2,4,"Lomas Quebradas, La Magdalena Contreras, Ciudad De México 10000, México.","$6,800,000 MXN",1988,regular
92.0,92.0,2,2,2,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$3,950,000 MXN",2011,regular
462.0,462.0,3,2,5,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$18,500,000 MXN",1993,regular
83.0,171.0,3,2,2,"Lomas Hidalgo, Tlalpan, Ciudad De México 14240, México.","$3,799,000 MXN",2017,regular
122.0,122.0,2,2,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$6,400,000 MXN",45,laminado
237.7,237.7,3,3,3,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$17,098,941 MXN",2023,departamento
163.8,163.8,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$11,455,299 MXN",2023,departamento
106.2,106.2,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$7,267,766 MXN",2023,departamento
323.0,274.0,3,3,2,"Villa Verdún, Alvaro Obregón, Ciudad De México 01001, México.","$8,500,000 MXN",1993,casa
207.0,207.0,3,3,3,"Bosques De Las Lomas, Cuajimalpa De Morelos, Ciudad De México 05120, México.","$12,450,000 MXN",2023,departamento
289.0,172.0,3,2,4,"Lomas Quebradas, La Magdalena Contreras, Ciudad De México 10000, México.","$6,800,000 MXN",1988,regular
92.0,92.0,2,2,2,"Tizapán, Alvaro Obregón, Ciudad De México 01090, México.","$3,950,000 MXN",2011,regular
237.7,237.7,3,3,3,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$17,098,941 MXN",2023,departamento
163.8,163.8,2,2,2,"Los Alpes, Alvaro Obregón, Ciudad De México 01010, México.","$11,455,299 MXN",2023,departamento
56.5,56.5,1,1,1,"San Clemente, Alvaro Obregón, Ciudad De México 01740, México.","$2,250,000 MXN",2013,departamento
70.5,70.5,3,2,1,"Petrolera Amp, Azcapotzalco, Ciudad De México 02470, México.","$2,920,000 MXN",2018,regular
135.0,135.0,3,1,1,"Hipódromo De La Condesa, Cuauhtémoc, Ciudad De México 06170, México.","$6,900,000 MXN",35,Madera
370.0,332.0,2,3,2,"Zacayucan Peña Pobre, Tlalpan, Ciudad De México 14266, México.","$19,000,000 MXN",1984,casa-en-condominio
375.0,350.0,3,3,2,"Tlacoyaque, Alvaro Obregón, Ciudad De México 01859, México.","$10,175,000 MXN",2000,casa-en-condominio
151.0,234.6,3,3,2,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$8,700,000 MXN",2010,regular
48.0,48.0,2,1,1,"Alamos, Benito Juárez, Ciudad De México 03400, México.","$1,999,099 MXN",1984,regular
48.0,48.0,2,1,1,"Alamos, Benito Juárez, Ciudad De México 03400, México.","$1,999,099 MXN",1984,regular
640.0,800.0,5,6,2,"San Angel Inn, Alvaro Obregón, Ciudad De México 01060, México.","$47,123,736 MXN / $2,450,000 USD",1984,casa
200.0,251.0,4,3,1,"Viaducto Piedad, Iztacalco, Ciudad De México 08200, México.","$4,500,000 MXN",60,Cemento
40.0,40.0,,1,0,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$6,000,000 MXN",2023,regular
292.0,126.0,2,3,2,"Lomas De Los Cedros, Alvaro Obregón, Ciudad De México 01870, México.","$6,200,000 MXN",2004,regular
225.0,165.0,3,4,3,"Lomas De Los Cedros, Alvaro Obregón, Ciudad De México 01870, México.","$6,700,000 MXN",2004,regular
79.5,79.5,2,1,2,"Pedregal Del Maurel, Coyoacán, Ciudad De México 04720, México.","$2,550,000 MXN",1982,porcelanato
122.0,170.0,3,1,1,"Parque San Andrés, Coyoacán, Ciudad De México 04040, México.","$6,420,000 MXN",60,Loseta y Parquet
61.9,61.9,2,2,1,"Santo Tomas, Azcapotzalco, Ciudad De México 02020, México.","$1,950,000 MXN",2014,cerámico
102.9,102.9,3,2,2,"Letran Valle, Benito Juárez, Ciudad De México 03650, México.","$4,995,000 MXN",4,departamento
42.0,42.0,,1,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$4,113,878 MXN",2024,regular
64.0,64.0,2,1,1,"Roma Norte, Cuauhtémoc, Ciudad De México 06700, México.","$5,100,263 MXN",2024,regular
67.0,98.0,3,2,0,"Campestre Potrero, Iztapalapa, Ciudad De México 09637, México.","$1,500,000 MXN",22,regular
61.0,61.0,2,1,1,"San Simón Ticumac, Benito Juárez, Ciudad De México 03660, México.","$2,990,000 MXN",2012,regular
80.0,80.0,3,1,1,"Santa Maria Nonoalco, Benito Juárez, Ciudad De México 03901, México.","$2,500,000 MXN",1984,regular
61.0,61.0,1,1,1,"Insurgentes Mixcoac, Benito Juárez, Ciudad De México 03920, México.","$4,890,000 MXN",8,Loseta
122.0,187.0,3,3,2,"Churubusco Tepeyac, Gustavo A. Madero, Ciudad De México 07730, México.","$6,200,000 MXN",1989,casa
355.0,408.5,4,4,3,"Florida, Alvaro Obregón, Ciudad De México 01030, México.","$25,950,000 MXN",,casa-en-condominio
36.7,36.7,1,1,0,"Prado Churubusco, Coyoacán, Ciudad De México 04230, México.","$1,100,000 MXN",1984,Loseta
79.0,79.0,3,1,2,"Arenal Tepepan, Tlalpan, Ciudad De México 14610, México.","$2,500,000 MXN",39,departamento
63.0,63.0,2,2,1,"Nonoalco, Benito Juárez, Ciudad De México 03700, México.","$3,690,000 MXN",2017,departamento
91.8,351.8,5,4,4,"Del Valle, Benito Juárez, Ciudad De México 03100, México.","$14,700,000 MXN",2018,regular
241.0,364.0,4,4,6,"Villa De Cortes, Benito Juárez, Ciudad De México 03530, México.","$12,000,000 MXN",37,loseta
