,,CATALOGO DE COLONIAS DEL ESTADO DE DISTRITO FEDERAL,CATALOGO DE COLONIAS ,,,,,,,,
,,,,,,,,,,,
,ID,ENTIDAD,DISTRITO,MUNICIPIO,NOMBRE DEL MUNICIPIO,SECCION,TIPO DE SECCION,TIPO DE COLONIA,NOMBRE DE LA COLONIA,CP,CONTROL
,565,9,10,16,MIGUEL HIDALGO,5067,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE SOTELO,11200,594
,570,9,10,16,MIGUEL HIDALGO,5068,URBANO(A),COLONIA,10 DE ABRIL,11250,599
,566,9,10,16,MIGUEL HIDALGO,5068,URBANO(A),CONJUNTO HABITACIONAL,LOMA HERMOSA,11500,595
,568,9,10,16,MIGUEL HIDALGO,5068,URBANO(A),COLONIA,LOMAS DE SOTELO,11200,597
,569,9,10,16,MIGUEL HIDALGO,5068,URBANO(A),-,PANTEON FRANCES,11470,598
,567,9,10,16,MIGUEL HIDALGO,5068,URBANO(A),CONJUNTO HABITACIONAL,TATA LAZARO,11250,596
,575,9,10,16,MIGUEL HIDALGO,5069,URBANO(A),COLONIA,DEPORTIVA PENSIL,11470,604
,574,9,10,16,MIGUEL HIDALGO,5069,URBANO(A),UNIDAD HABITACIONAL,LEGARIA,11470,603
,576,9,10,16,MIGUEL HIDALGO,5070,URBANO(A),COLONIA,5 DE MAYO,11470,605
,575,9,10,16,MIGUEL HIDALGO,5070,URBANO(A),COLONIA,DEPORTIVA PENSIL,11470,604
,574,9,10,16,MIGUEL HIDALGO,5070,URBANO(A),UNIDAD HABITACIONAL,LEGARIA,11470,603
,580,9,10,16,MIGUEL HIDALGO,5070,URBANO(A),COLONIA,PENSIL NORTE,11430,609
,580,9,10,16,MIGUEL HIDALGO,5071,URBANO(A),COLONIA,PENSIL NORTE,11430,609
,580,9,10,16,MIGUEL HIDALGO,5072,URBANO(A),COLONIA,PENSIL NORTE,11430,609
,581,9,10,16,MIGUEL HIDALGO,5073,URBANO(A),COLONIA,PENSIL SUR,11490,610
,576,9,10,16,MIGUEL HIDALGO,5074,URBANO(A),COLONIA,5 DE MAYO,11470,605
,581,9,10,16,MIGUEL HIDALGO,5074,URBANO(A),COLONIA,PENSIL SUR,11490,610
,576,9,10,16,MIGUEL HIDALGO,5075,URBANO(A),COLONIA,5 DE MAYO,11470,605
,576,9,10,16,MIGUEL HIDALGO,5076,URBANO(A),COLONIA,5 DE MAYO,11470,605
,575,9,10,16,MIGUEL HIDALGO,5077,URBANO(A),COLONIA,DEPORTIVA PENSIL,11470,604
,577,9,10,16,MIGUEL HIDALGO,5077,URBANO(A),COLONIA,FRANCISCO I MADERO,11480,606
,577,9,10,16,MIGUEL HIDALGO,5078,URBANO(A),COLONIA,FRANCISCO I MADERO,11480,606
,571,9,10,16,MIGUEL HIDALGO,5079,URBANO(A),COLONIA,IRRIGACION,11500,600
,571,9,10,16,MIGUEL HIDALGO,5080,URBANO(A),COLONIA,IRRIGACION,11500,600
,566,9,10,16,MIGUEL HIDALGO,5081,URBANO(A),CONJUNTO HABITACIONAL,LOMA HERMOSA,11500,595
,563,9,10,16,MIGUEL HIDALGO,5082,URBANO(A),ZONA MILITAR,CAMPO MILITAR 1A,11619,592
,571,9,10,16,MIGUEL HIDALGO,5082,URBANO(A),COLONIA,IRRIGACION,11500,600
,568,9,10,16,MIGUEL HIDALGO,5082,URBANO(A),COLONIA,LOMAS DE SOTELO,11200,597
,707,9,10,16,MIGUEL HIDALGO,5082,URBANO(A),COLONIA,MANUEL AVILA CAMACHO,11610,740
,571,9,10,16,MIGUEL HIDALGO,5083,URBANO(A),COLONIA,IRRIGACION,11500,600
,565,9,10,16,MIGUEL HIDALGO,5084,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE SOTELO,11200,594
,568,9,10,16,MIGUEL HIDALGO,5084,URBANO(A),COLONIA,LOMAS DE SOTELO,11200,597
,565,9,10,16,MIGUEL HIDALGO,5085,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE SOTELO,11200,594
,568,9,10,16,MIGUEL HIDALGO,5085,URBANO(A),COLONIA,LOMAS DE SOTELO,11200,597
,568,9,10,16,MIGUEL HIDALGO,5086,URBANO(A),COLONIA,LOMAS DE SOTELO,11200,597
,565,9,10,16,MIGUEL HIDALGO,5086,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE SOTELO,11200,594
,568,9,10,16,MIGUEL HIDALGO,5087,URBANO(A),COLONIA,LOMAS DE SOTELO,11200,597
,565,9,10,16,MIGUEL HIDALGO,5087,URBANO(A),UNIDAD HABITACIONAL,LOMAS DE SOTELO,11200,594
,566,9,10,16,MIGUEL HIDALGO,5088,URBANO(A),CONJUNTO HABITACIONAL,LOMA HERMOSA,11500,595
,566,9,10,16,MIGUEL HIDALGO,5089,URBANO(A),CONJUNTO HABITACIONAL,LOMA HERMOSA,11500,595
,566,9,10,16,MIGUEL HIDALGO,5090,URBANO(A),CONJUNTO HABITACIONAL,LOMA HERMOSA,11500,595
,581,9,10,16,MIGUEL HIDALGO,5098,URBANO(A),COLONIA,PENSIL SUR,11490,610
,575,9,10,16,MIGUEL HIDALGO,5099,URBANO(A),COLONIA,DEPORTIVA PENSIL,11470,604
,323,9,10,16,MIGUEL HIDALGO,5100,URBANO(A),COLONIA,MEXICO NUEVO,11260,330
,323,9,10,16,MIGUEL HIDALGO,5101,URBANO(A),COLONIA,MEXICO NUEVO,11260,330
,571,9,10,16,MIGUEL HIDALGO,5102,URBANO(A),COLONIA,IRRIGACION,11500,600
,324,9,10,16,MIGUEL HIDALGO,5103,URBANO(A),COLONIA,ARGENTINA ANTIGUA,11270,331
,320,9,10,16,MIGUEL HIDALGO,5105,URBANO(A),COLONIA,ANGEL ZIMBRON,11410,327
,329,9,10,16,MIGUEL HIDALGO,5105,URBANO(A),COLONIA,TACUBA,11410,336
,330,9,10,16,MIGUEL HIDALGO,5106,URBANO(A),COLONIA,POPOTLA,11400,337
,329,9,10,16,MIGUEL HIDALGO,5106,URBANO(A),COLONIA,TACUBA,11410,336
,320,9,10,16,MIGUEL HIDALGO,5107,URBANO(A),COLONIA,ANGEL ZIMBRON,11410,327
,319,9,10,16,MIGUEL HIDALGO,5107,URBANO(A),COLONIA,SAN DIEGO OCOYOACAC,11290,326
,319,9,10,16,MIGUEL HIDALGO,5108,URBANO(A),COLONIA,SAN DIEGO OCOYOACAC,11290,326
,316,9,10,16,MIGUEL HIDALGO,5109,URBANO(A),COLONIA,HUICHAPAN,11290,323
,318,9,10,16,MIGUEL HIDALGO,5110,URBANO(A),COLONIA,IGNACIO MANUEL ALTAMIRANO,11240,325
,2232,9,10,16,MIGUEL HIDALGO,5111,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,2232,9,10,16,MIGUEL HIDALGO,5112,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,2232,9,10,16,MIGUEL HIDALGO,5113,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,2232,9,10,16,MIGUEL HIDALGO,5114,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,2232,9,10,16,MIGUEL HIDALGO,5115,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,324,9,10,16,MIGUEL HIDALGO,5116,URBANO(A),COLONIA,ARGENTINA ANTIGUA,11270,331
,2232,9,10,16,MIGUEL HIDALGO,5116,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,573,9,10,16,MIGUEL HIDALGO,5117,URBANO(A),COLONIA,PENSIL SAN JUANICO,11440,602
,573,9,10,16,MIGUEL HIDALGO,5118,URBANO(A),COLONIA,PENSIL SAN JUANICO,11440,602
,586,9,10,16,MIGUEL HIDALGO,5119,URBANO(A),COLONIA,ANAHUAC LOS MANZANOS,11460,615
,573,9,10,16,MIGUEL HIDALGO,5119,URBANO(A),COLONIA,PENSIL SAN JUANICO,11440,602
,717,9,10,16,MIGUEL HIDALGO,5120,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5121,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5122,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5123,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5124,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5125,URBANO(A),COLONIA,ANAHUAC,11320,750
,586,9,10,16,MIGUEL HIDALGO,5126,URBANO(A),COLONIA,ANAHUAC LOS MANZANOS,11460,615
,586,9,10,16,MIGUEL HIDALGO,5127,URBANO(A),COLONIA,ANAHUAC LOS MANZANOS,11460,615
,585,9,10,16,MIGUEL HIDALGO,5127,URBANO(A),COLONIA,ANAHUAC PERALITOS,11450,614
,585,9,10,16,MIGUEL HIDALGO,5128,URBANO(A),COLONIA,ANAHUAC PERALITOS,11450,614
,573,9,10,16,MIGUEL HIDALGO,5128,URBANO(A),COLONIA,PENSIL SAN JUANICO,11440,602
,584,9,10,16,MIGUEL HIDALGO,5129,URBANO(A),COLONIA,AHUEHUETES ANAHUAC,11450,613
,573,9,10,16,MIGUEL HIDALGO,5129,URBANO(A),COLONIA,PENSIL SAN JUANICO,11440,602
,584,9,10,16,MIGUEL HIDALGO,5130,URBANO(A),COLONIA,AHUEHUETES ANAHUAC,11450,613
,582,9,10,16,MIGUEL HIDALGO,5130,URBANO(A),COLONIA,REFORMA PENSIL,11440,611
,582,9,10,16,MIGUEL HIDALGO,5131,URBANO(A),COLONIA,REFORMA PENSIL,11440,611
,583,9,10,16,MIGUEL HIDALGO,5132,URBANO(A),COLONIA,CUAUHTEMOC PENSIL,11490,612
,582,9,10,16,MIGUEL HIDALGO,5132,URBANO(A),COLONIA,REFORMA PENSIL,11440,611
,588,9,10,16,MIGUEL HIDALGO,5133,URBANO(A),COLONIA,MODELO PENSIL,11460,617
,582,9,10,16,MIGUEL HIDALGO,5133,URBANO(A),COLONIA,REFORMA PENSIL,11440,611
,588,9,10,16,MIGUEL HIDALGO,5134,URBANO(A),COLONIA,MODELO PENSIL,11460,617
,589,9,10,16,MIGUEL HIDALGO,5135,URBANO(A),COLONIA,ANAHUAC LAGO NORTE,11460,618
,586,9,10,16,MIGUEL HIDALGO,5136,URBANO(A),COLONIA,ANAHUAC LOS MANZANOS,11460,615
,717,9,10,16,MIGUEL HIDALGO,5137,URBANO(A),COLONIA,ANAHUAC,11320,750
,259,9,10,16,MIGUEL HIDALGO,5137,URBANO(A),UNIDAD HABITACIONAL,MARINA NACIONAL,11320,264
,717,9,10,16,MIGUEL HIDALGO,5138,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5139,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5140,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5141,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5142,URBANO(A),COLONIA,ANAHUAC,11320,750
,587,9,10,16,MIGUEL HIDALGO,5143,URBANO(A),COLONIA,ANAHUAC MARIANO ESCOBEDO,11320,616
,591,9,10,16,MIGUEL HIDALGO,5144,URBANO(A),COLONIA,ANAHUAC DOS LAGOS,11460,620
,586,9,10,16,MIGUEL HIDALGO,5144,URBANO(A),COLONIA,ANAHUAC LOS MANZANOS,11460,615
,590,9,10,16,MIGUEL HIDALGO,5145,URBANO(A),COLONIA,ANAHUAC LAGO SUR,11460,619
,588,9,10,16,MIGUEL HIDALGO,5145,URBANO(A),COLONIA,MODELO PENSIL,11460,617
,583,9,10,16,MIGUEL HIDALGO,5146,URBANO(A),COLONIA,CUAUHTEMOC PENSIL,11490,612
,588,9,10,16,MIGUEL HIDALGO,5146,URBANO(A),COLONIA,MODELO PENSIL,11460,617
,578,9,10,16,MIGUEL HIDALGO,5147,URBANO(A),COLONIA,POPO,11480,607
,579,9,10,16,MIGUEL HIDALGO,5148,URBANO(A),AMPLIACION,POPO,11489,608
,578,9,10,16,MIGUEL HIDALGO,5148,URBANO(A),COLONIA,POPO,11480,607
,583,9,10,16,MIGUEL HIDALGO,5149,URBANO(A),COLONIA,CUAUHTEMOC PENSIL,11490,612
,579,9,10,16,MIGUEL HIDALGO,5149,URBANO(A),AMPLIACION,POPO,11489,608
,591,9,10,16,MIGUEL HIDALGO,5150,URBANO(A),COLONIA,ANAHUAC DOS LAGOS,11460,620
,583,9,10,16,MIGUEL HIDALGO,5150,URBANO(A),COLONIA,CUAUHTEMOC PENSIL,11490,612
,717,9,10,16,MIGUEL HIDALGO,5151,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5152,URBANO(A),COLONIA,ANAHUAC,11320,750
,328,9,10,16,MIGUEL HIDALGO,5153,URBANO(A),COLONIA,TLAXPANA,11370,335
,717,9,10,16,MIGUEL HIDALGO,5154,URBANO(A),COLONIA,ANAHUAC,11320,750
,717,9,10,16,MIGUEL HIDALGO,5155,URBANO(A),COLONIA,ANAHUAC,11320,750
,594,9,10,16,MIGUEL HIDALGO,5155,URBANO(A),COLONIA,VERONICA ANZURES,11300,623
,717,9,10,16,MIGUEL HIDALGO,5156,URBANO(A),COLONIA,ANAHUAC,11320,750
,586,9,10,16,MIGUEL HIDALGO,5156,URBANO(A),COLONIA,ANAHUAC LOS MANZANOS,11460,615
,593,9,10,16,MIGUEL HIDALGO,5156,URBANO(A),COLONIA,GRANADA,11520,622
,592,9,10,16,MIGUEL HIDALGO,5157,URBANO(A),AMPLIACION,GRANADA,11529,621
,593,9,10,16,MIGUEL HIDALGO,5158,URBANO(A),COLONIA,GRANADA,11520,622
,597,9,10,16,MIGUEL HIDALGO,5159,URBANO(A),COLONIA,POLANCO,11550,626
,88,9,10,16,MIGUEL HIDALGO,5159,URBANO(A),COLONIA,POLANCO REFORMA,11550,3648
,597,9,10,16,MIGUEL HIDALGO,5160,URBANO(A),COLONIA,POLANCO,11550,626
,593,9,10,16,MIGUEL HIDALGO,5161,URBANO(A),COLONIA,GRANADA,11520,622
,597,9,10,16,MIGUEL HIDALGO,5162,URBANO(A),COLONIA,POLANCO,11550,626
,597,9,10,16,MIGUEL HIDALGO,5163,URBANO(A),COLONIA,POLANCO,11550,626
,595,9,10,16,MIGUEL HIDALGO,5164,URBANO(A),COLONIA,ANZURES,11590,624
,594,9,10,16,MIGUEL HIDALGO,5165,URBANO(A),COLONIA,VERONICA ANZURES,11300,623
,594,9,10,16,MIGUEL HIDALGO,5166,URBANO(A),COLONIA,VERONICA ANZURES,11300,623
,595,9,10,16,MIGUEL HIDALGO,5167,URBANO(A),COLONIA,ANZURES,11590,624
,597,9,10,16,MIGUEL HIDALGO,5168,URBANO(A),COLONIA,POLANCO,11550,626
,597,9,10,16,MIGUEL HIDALGO,5169,URBANO(A),COLONIA,POLANCO,11550,626
,597,9,10,16,MIGUEL HIDALGO,5170,URBANO(A),COLONIA,POLANCO,11550,626
,597,9,10,16,MIGUEL HIDALGO,5171,URBANO(A),COLONIA,POLANCO,11550,626
,171,9,10,16,MIGUEL HIDALGO,5171,URBANO(A),COLONIA,POLANCO III SECCION,11540,3731
,597,9,10,16,MIGUEL HIDALGO,5172,URBANO(A),COLONIA,POLANCO,11550,626
,172,9,10,16,MIGUEL HIDALGO,5172,URBANO(A),COLONIA,POLANCO IV SECCION,11550,3732
,597,9,10,16,MIGUEL HIDALGO,5173,URBANO(A),COLONIA,POLANCO,11550,626
,92,9,10,16,MIGUEL HIDALGO,5174,URBANO(A),COLONIA,CHAPULTEPEC MORALES,11570,3652
,597,9,10,16,MIGUEL HIDALGO,5174,URBANO(A),COLONIA,POLANCO,11550,626
,180,9,10,16,MIGUEL HIDALGO,5174,URBANO(A),COLONIA,POLANCO V SECCION,11560,3740
,595,9,10,16,MIGUEL HIDALGO,5175,URBANO(A),COLONIA,ANZURES,11590,624
,595,9,10,16,MIGUEL HIDALGO,5176,URBANO(A),COLONIA,ANZURES,11590,624
,595,9,10,16,MIGUEL HIDALGO,5177,URBANO(A),COLONIA,ANZURES,11590,624
,595,9,10,16,MIGUEL HIDALGO,5178,URBANO(A),COLONIA,ANZURES,11590,624
,597,9,10,16,MIGUEL HIDALGO,5179,URBANO(A),COLONIA,POLANCO,11550,626
,596,9,10,16,MIGUEL HIDALGO,5179,URBANO(A),COLONIA,RINCON DEL BOSQUE,11580,625
,93,9,10,16,MIGUEL HIDALGO,5180,URBANO(A),COLONIA,BOSQUE DE CHAPULTEPEC,11580,3653
,597,9,10,16,MIGUEL HIDALGO,5180,URBANO(A),COLONIA,POLANCO,11550,626
,597,9,10,16,MIGUEL HIDALGO,5181,URBANO(A),COLONIA,POLANCO,11550,626
,717,9,10,16,MIGUEL HIDALGO,5182,URBANO(A),COLONIA,ANAHUAC,11320,750
,259,9,10,16,MIGUEL HIDALGO,5182,URBANO(A),UNIDAD HABITACIONAL,MARINA NACIONAL,11320,264
,2232,9,10,16,MIGUEL HIDALGO,5577,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,316,9,10,16,MIGUEL HIDALGO,5577,URBANO(A),COLONIA,HUICHAPAN,11290,323
,318,9,10,16,MIGUEL HIDALGO,5577,URBANO(A),COLONIA,IGNACIO MANUEL ALTAMIRANO,11240,325
,321,9,10,16,MIGUEL HIDALGO,5577,URBANO(A),COLONIA,SAN LORENZO TLALTENANGO,11210,328
,2232,9,10,16,MIGUEL HIDALGO,5578,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,2232,9,10,16,MIGUEL HIDALGO,5579,URBANO(A),COLONIA,ARGENTINA PONIENTE,11230,2396
,333,9,11,17,VENUSTIANO CARRANZA,5183,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,333,9,11,17,VENUSTIANO CARRANZA,5184,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,333,9,11,17,VENUSTIANO CARRANZA,5185,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,333,9,11,17,VENUSTIANO CARRANZA,5186,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,333,9,11,17,VENUSTIANO CARRANZA,5187,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,335,9,11,17,VENUSTIANO CARRANZA,5188,URBANO(A),COLONIA,POPULAR RASTRO,15220,342
,333,9,11,17,VENUSTIANO CARRANZA,5189,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,334,9,11,17,VENUSTIANO CARRANZA,5190,URBANO(A),COLONIA,NICOLAS BRAVO,15220,341
,333,9,11,17,VENUSTIANO CARRANZA,5190,URBANO(A),COLONIA,VALLE GOMEZ,15210,340
,334,9,11,17,VENUSTIANO CARRANZA,5191,URBANO(A),COLONIA,NICOLAS BRAVO,15220,341
,335,9,11,17,VENUSTIANO CARRANZA,5192,URBANO(A),COLONIA,POPULAR RASTRO,15220,342
,2189,9,11,17,VENUSTIANO CARRANZA,5193,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2189,9,11,17,VENUSTIANO CARRANZA,5194,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2189,9,11,17,VENUSTIANO CARRANZA,5195,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2189,9,11,17,VENUSTIANO CARRANZA,5196,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2189,9,11,17,VENUSTIANO CARRANZA,5197,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2189,9,11,17,VENUSTIANO CARRANZA,5198,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2256,9,11,17,VENUSTIANO CARRANZA,5199,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2257,9,11,17,VENUSTIANO CARRANZA,5199,URBANO(A),AMPLIACION,VENUSTIANO CARRANZA,15300,2421
,2256,9,11,17,VENUSTIANO CARRANZA,5200,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2257,9,11,17,VENUSTIANO CARRANZA,5200,URBANO(A),AMPLIACION,VENUSTIANO CARRANZA,15300,2421
,2256,9,11,17,VENUSTIANO CARRANZA,5201,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2256,9,11,17,VENUSTIANO CARRANZA,5202,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2189,9,11,17,VENUSTIANO CARRANZA,5202,URBANO(A),COLONIA,5TO TRAMO 20 DE NOVIEMBRE,15309,2345
,2253,9,11,17,VENUSTIANO CARRANZA,5203,URBANO(A),AMPLIACION,MICHOACANA,15250,2417
,2254,9,11,17,VENUSTIANO CARRANZA,5203,URBANO(A),COLONIA,MICHOACANA,15240,2418
,2253,9,11,17,VENUSTIANO CARRANZA,5204,URBANO(A),AMPLIACION,MICHOACANA,15250,2417
,2254,9,11,17,VENUSTIANO CARRANZA,5205,URBANO(A),COLONIA,MICHOACANA,15240,2418
,2253,9,11,17,VENUSTIANO CARRANZA,5205,URBANO(A),AMPLIACION,MICHOACANA,15250,2417
,337,9,11,17,VENUSTIANO CARRANZA,5206,URBANO(A),COLONIA,EMILIO CARRANZA,15230,344
,338,9,11,17,VENUSTIANO CARRANZA,5206,URBANO(A),COLONIA,JANITZIO,15200,345
,337,9,11,17,VENUSTIANO CARRANZA,5207,URBANO(A),COLONIA,EMILIO CARRANZA,15230,344
,337,9,11,17,VENUSTIANO CARRANZA,5208,URBANO(A),COLONIA,EMILIO CARRANZA,15230,344
,339,9,11,17,VENUSTIANO CARRANZA,5209,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5210,URBANO(A),COLONIA,MORELOS,15270,346
,337,9,11,17,VENUSTIANO CARRANZA,5211,URBANO(A),COLONIA,EMILIO CARRANZA,15230,344
,337,9,11,17,VENUSTIANO CARRANZA,5212,URBANO(A),COLONIA,EMILIO CARRANZA,15230,344
,338,9,11,17,VENUSTIANO CARRANZA,5212,URBANO(A),COLONIA,JANITZIO,15200,345
,338,9,11,17,VENUSTIANO CARRANZA,5213,URBANO(A),COLONIA,JANITZIO,15200,345
,2255,9,11,17,VENUSTIANO CARRANZA,5214,URBANO(A),AMPLIACION,20 DE NOVIEMBRE,15260,2419
,2254,9,11,17,VENUSTIANO CARRANZA,5214,URBANO(A),COLONIA,MICHOACANA,15240,2418
,2256,9,11,17,VENUSTIANO CARRANZA,5215,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2256,9,11,17,VENUSTIANO CARRANZA,5216,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2256,9,11,17,VENUSTIANO CARRANZA,5217,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2256,9,11,17,VENUSTIANO CARRANZA,5218,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2257,9,11,17,VENUSTIANO CARRANZA,5218,URBANO(A),AMPLIACION,VENUSTIANO CARRANZA,15300,2421
,2256,9,11,17,VENUSTIANO CARRANZA,5219,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2057,9,11,17,VENUSTIANO CARRANZA,5219,URBANO(A),COLONIA,AZTECA,15320,2203
,360,9,11,17,VENUSTIANO CARRANZA,5219,URBANO(A),COLONIA,PROGRESISTA,15370,373
,358,9,11,17,VENUSTIANO CARRANZA,5219,URBANO(A),COLONIA,TRES MOSQUETEROS,15330,371
,2257,9,11,17,VENUSTIANO CARRANZA,5219,URBANO(A),AMPLIACION,VENUSTIANO CARRANZA,15300,2421
,2256,9,11,17,VENUSTIANO CARRANZA,5220,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2256,9,11,17,VENUSTIANO CARRANZA,5221,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,2256,9,11,17,VENUSTIANO CARRANZA,5222,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,339,9,11,17,VENUSTIANO CARRANZA,5223,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5224,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5225,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5226,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5227,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5228,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5229,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5230,URBANO(A),COLONIA,MORELOS,15270,346
,2270,9,11,17,VENUSTIANO CARRANZA,5231,URBANO(A),AMPLIACION,PENITENCIARIA,15350,3375
,339,9,11,17,VENUSTIANO CARRANZA,5232,URBANO(A),COLONIA,MORELOS,15270,346
,339,9,11,17,VENUSTIANO CARRANZA,5233,URBANO(A),COLONIA,MORELOS,15270,346
,365,9,11,17,VENUSTIANO CARRANZA,5234,URBANO(A),SUPERMANZANA,MORELOS I,15280,378
,2270,9,11,17,VENUSTIANO CARRANZA,5234,URBANO(A),AMPLIACION,PENITENCIARIA,15350,3375
,2256,9,11,17,VENUSTIANO CARRANZA,5235,URBANO(A),COLONIA,20 DE NOVIEMBRE,15300,2420
,359,9,11,17,VENUSTIANO CARRANZA,5235,URBANO(A),COLONIA,VENUSTIANO CARRANZA,15340,372
,359,9,11,17,VENUSTIANO CARRANZA,5236,URBANO(A),COLONIA,VENUSTIANO CARRANZA,15340,372
,2057,9,11,17,VENUSTIANO CARRANZA,5237,URBANO(A),COLONIA,AZTECA,15320,2203
,359,9,11,17,VENUSTIANO CARRANZA,5237,URBANO(A),COLONIA,VENUSTIANO CARRANZA,15340,372
,2057,9,11,17,VENUSTIANO CARRANZA,5238,URBANO(A),COLONIA,AZTECA,15320,2203
,359,9,11,17,VENUSTIANO CARRANZA,5238,URBANO(A),COLONIA,VENUSTIANO CARRANZA,15340,372
,361,9,11,17,VENUSTIANO CARRANZA,5239,URBANO(A),COLONIA,MADERO,15360,374
,362,9,11,17,VENUSTIANO CARRANZA,5239,URBANO(A),COLONIA,PENITENCIARIA,15280,375
,360,9,11,17,VENUSTIANO CARRANZA,5239,URBANO(A),COLONIA,PROGRESISTA,15370,373
,345,9,11,17,VENUSTIANO CARRANZA,5240,URBANO(A),COLONIA,ESCUELA DE TIRO,15380,353
,362,9,11,17,VENUSTIANO CARRANZA,5240,URBANO(A),COLONIA,PENITENCIARIA,15280,375
,2270,9,11,17,VENUSTIANO CARRANZA,5241,URBANO(A),AMPLIACION,PENITENCIARIA,15350,3375
,2270,9,11,17,VENUSTIANO CARRANZA,5242,URBANO(A),AMPLIACION,PENITENCIARIA,15350,3375
,2270,9,11,17,VENUSTIANO CARRANZA,5243,URBANO(A),AMPLIACION,PENITENCIARIA,15350,3375
,2255,9,11,17,VENUSTIANO CARRANZA,5244,URBANO(A),AMPLIACION,20 DE NOVIEMBRE,15260,2419
,2270,9,11,17,VENUSTIANO CARRANZA,5245,URBANO(A),AMPLIACION,PENITENCIARIA,15350,3375
,337,9,11,17,VENUSTIANO CARRANZA,5246,URBANO(A),COLONIA,EMILIO CARRANZA,15230,344
,338,9,11,17,VENUSTIANO CARRANZA,5246,URBANO(A),COLONIA,JANITZIO,15200,345
,339,9,11,17,VENUSTIANO CARRANZA,5247,URBANO(A),COLONIA,MORELOS,15270,346
